Class,Specialization,Type,Name,Spell ID,Canonical ID,Rank,Learned Level,Description,Category,HUD Row,Cooldown,Duration,Resource Cost,Aura ID,Track Mode,Tags,Wowhead Source,Notes
Priest,Shadow,Talent,Shadow Weaving,15332,15257,Rank 3/5,,Your Shadow damage spells have a 60% chance to cause your target to be vulnerable to Shadow damage. This vulnerability increases the Shadow damage dealt to your target by 2% and lasts 15 sec. Stacks up to 5 times.,Talent Passive,Data only,,15,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=15332,Talent: Shadow Weaving; tree row 4
Priest,Shadow,Talent,Shadow Weaving,15333,15257,Rank 4/5,,Your Shadow damage spells have a 80% chance to cause your target to be vulnerable to Shadow damage. This vulnerability increases the Shadow damage dealt to your target by 2% and lasts 15 sec. Stacks up to 5 times.,Talent Passive,Data only,,15,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=15333,Talent: Shadow Weaving; tree row 4
Priest,Shadow,Talent,Shadow Weaving,15334,15257,Rank 5/5,,Your Shadow damage spells have a 100% chance to cause your target to be vulnerable to Shadow damage. This vulnerability increases the Shadow damage dealt to your target by 2% and lasts 15 sec. Stacks up to 5 times.,Talent Passive,Data only,,15,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=15334,Talent: Shadow Weaving; tree row 4
Priest,Shadow,Talent Ability,Shadowform,15473,15473,Rank 1/1,,"Assume a Shadowform, increasing your Shadow damage by 15% and reducing Physical damage done to you by 15%. However, you may not cast Holy spells while in this form.",Form,Utility,1.5,,32% of base mana,,Cooldown,"DPS, MAJOR, SHAPESHIFT",https://www.wowhead.com/tbc/spell=15473,Talent-required | Talent: Shadowform
Priest,Shadow,Talent Ability,Silence,15487,15487,Rank 1/1,,"Silences the target, preventing them from casting spells for 5 sec.",Interrupt,Utility,45,5,225 Mana,,Cooldown,"INTERRUPT, SILENCE",https://www.wowhead.com/tbc/spell=15487,Talent-required | Talent: Silence
Priest,Shadow,Talent,Spirit Tap,15270,15270,Rank 1/5,,"Gives you a 20% chance to gain a 100% bonus to your Spirit after killing a target that yields experience or honor. For the duration, your mana will regenerate at a 50% rate while casting. Lasts 15 sec.",Talent Passive,Data only,,15,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=15270,Talent: Spirit Tap; tree row 1
Priest,Shadow,Talent,Spirit Tap,15335,15270,Rank 2/5,,"Gives you a 40% chance to gain a 100% bonus to your Spirit after killing a target that yields experience or honor. For the duration, your mana will regenerate at a 50% rate while casting. Lasts 15 sec.",Talent Passive,Data only,,15,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=15335,Talent: Spirit Tap; tree row 1
Priest,Shadow,Talent,Spirit Tap,15336,15270,Rank 3/5,,"Gives you a 60% chance to gain a 100% bonus to your Spirit after killing a target that yields experience or honor. For the duration, your mana will regenerate at a 50% rate while casting. Lasts 15 sec.",Talent Passive,Data only,,15,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=15336,Talent: Spirit Tap; tree row 1
Priest,Shadow,Talent,Spirit Tap,15337,15270,Rank 4/5,,"Gives you a 80% chance to gain a 100% bonus to your Spirit after killing a target that yields experience or honor. For the duration, your mana will regenerate at a 50% rate while casting. Lasts 15 sec.",Talent Passive,Data only,,15,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=15337,Talent: Spirit Tap; tree row 1
Priest,Shadow,Talent,Spirit Tap,15338,15270,Rank 5/5,,"Gives you a 100% chance to gain a 100% bonus to your Spirit after killing a target that yields experience or honor. For the duration, your mana will regenerate at a 50% rate while casting. Lasts 15 sec.",Talent Passive,Data only,,15,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=15338,Talent: Spirit Tap; tree row 1
Priest,Shadow,Talent Ability,Vampiric Embrace,15286,15286,Rank 1/1,,Afflicts your target with Shadow energy that causes all party members to be healed for 15% of any Shadow spell damage you deal for 1 min.,Offensive,Main,10,60,2% of base mana,,Cooldown + aura,"DPS, HAS_DEBUFF, MAINTENANCE",https://www.wowhead.com/tbc/spell=15286,Talent-required | Talent: Vampiric Embrace
Priest,Shadow,Talent Ability,Vampiric Touch,34914,34914,Rank 1/1,,Causes 450 Shadow damage over 15 sec to your target and causes all party members to gain mana equal to 5% of any Shadow spell damage you deal.,Resource,Main,0,15,325 Mana,,Cooldown,"DEBUFF, DPS, PVE, RESOURCE, ROTATIONAL",https://www.wowhead.com/tbc/spell=34914,Talent-required | Talent: Vampiric Touch
Priest,Shadow,Talent Ability,Vampiric Touch,34916,34914,Rank 2,60,Causes 600 Shadow damage over 15 sec to your target and causes all party members to gain mana equal to 5% of any Shadow spell damage you deal.,Resource,Main,0,15,400 Mana,,Cooldown,"DEBUFF, DPS, PVE, RESOURCE, ROTATIONAL",https://www.wowhead.com/tbc/spell=34916,Talent-required
Priest,Shadow,Talent Ability,Vampiric Touch,34917,34914,Rank 3,70,Causes 650 Shadow damage over 15 sec to your target and causes all party members to gain mana equal to 5% of any Shadow spell damage you deal.,Resource,Main,0,15,425 Mana,,Cooldown,"DEBUFF, DPS, PVE, RESOURCE, ROTATIONAL",https://www.wowhead.com/tbc/spell=34917,Talent-required
Rogue,Assassination,Talent Ability,Cold Blood,14177,14177,Rank 1/1,,"When activated, increases the critical strike chance of your next offensive ability by 100%.",Offensive,Main,180,,,,Cooldown + aura,"DPS, HAS_BUFF, MAJOR",https://www.wowhead.com/tbc/spell=14177,Talent-required | Talent: Cold Blood
Rogue,Assassination,Talent,Deadened Nerves,31380,31380,Rank 1/5,,Decreases all physical damage taken by 1%.,Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=31380,Talent: Deadened Nerves; tree row 7
Rogue,Assassination,Talent,Deadened Nerves,31382,31380,Rank 2/5,,Decreases all physical damage taken by 2%.,Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=31382,Talent: Deadened Nerves; tree row 7
Rogue,Assassination,Talent,Deadened Nerves,31383,31380,Rank 3/5,,Decreases all physical damage taken by 3%.,Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=31383,Talent: Deadened Nerves; tree row 7
Rogue,Assassination,Talent,Deadened Nerves,31384,31380,Rank 4/5,,Decreases all physical damage taken by 4%.,Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=31384,Talent: Deadened Nerves; tree row 7
Rogue,Assassination,Talent,Deadened Nerves,31385,31380,Rank 5/5,,Decreases all physical damage taken by 5%.,Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=31385,Talent: Deadened Nerves; tree row 7
Rogue,Assassination,Talent,Find Weakness,31233,31233,Rank 1/5,,Your finishing moves increase the damage of all your offensive abilities by 2% for 10 sec.,Talent Passive,Data only,,10,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=31233,Talent: Find Weakness; tree row 8
Rogue,Assassination,Talent,Find Weakness,31239,31233,Rank 2/5,,Your finishing moves increase the damage of all your offensive abilities by 4% for 10 sec.,Talent Passive,Data only,,10,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=31239,Talent: Find Weakness; tree row 8
Rogue,Assassination,Talent,Find Weakness,31240,31233,Rank 3/5,,Your finishing moves increase the damage of all your offensive abilities by 6% for 10 sec.,Talent Passive,Data only,,10,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=31240,Talent: Find Weakness; tree row 8
Rogue,Assassination,Talent,Find Weakness,31241,31233,Rank 4/5,,Your finishing moves increase the damage of all your offensive abilities by 8% for 10 sec.,Talent Passive,Data only,,10,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=31241,Talent: Find Weakness; tree row 8
Rogue,Assassination,Talent,Find Weakness,31242,31233,Rank 5/5,,Your finishing moves increase the damage of all your offensive abilities by 10% for 10 sec.,Talent Passive,Data only,,10,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=31242,Talent: Find Weakness; tree row 8
Rogue,Assassination,Talent,Fleet Footed,31208,31208,Rank 1/2,,Increases your chance to resist movement impairing effects by 5% and increases your movement speed by 8%. This does not stack with other movement speed increasing effects.,Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=31208,Talent: Fleet Footed; tree row 5
Rogue,Assassination,Talent,Fleet Footed,31209,31208,Rank 2/2,,Increases your chance to resist movement impairing effects by 10% and increases your movement speed by 15%. This does not stack with other movement speed increasing effects.,Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=31209,Talent: Fleet Footed; tree row 5
Rogue,Assassination,Talent,Improved Eviscerate,14162,14162,Rank 1/3,,Increases the damage done by your Eviscerate ability by 5%.,Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=14162,Talent: Improved Eviscerate; tree row 1
Rogue,Assassination,Talent,Improved Eviscerate,14163,14162,Rank 2/3,,Increases the damage done by your Eviscerate ability by 10%.,Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=14163,Talent: Improved Eviscerate; tree row 1
Rogue,Assassination,Talent,Improved Eviscerate,14164,14162,Rank 3/3,,Increases the damage done by your Eviscerate ability by 15%.,Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=14164,Talent: Improved Eviscerate; tree row 1
Rogue,Assassination,Talent,Improved Expose Armor,14168,14168,Rank 1/2,,Increases the armor reduced by your Expose Armor ability by 25%.,Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=14168,Talent: Improved Expose Armor; tree row 3
Rogue,Assassination,Talent,Improved Expose Armor,14169,14168,Rank 2/2,,Increases the armor reduced by your Expose Armor ability by 50%.,Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=14169,Talent: Improved Expose Armor; tree row 3
Rogue,Assassination,Talent,Improved Kidney Shot,14174,14174,Rank 1/3,,"While affected by your Kidney Shot ability, the target receives an additional 3% damage from all sources.",Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=14174,Talent: Improved Kidney Shot; tree row 5
Rogue,Assassination,Talent,Improved Kidney Shot,14175,14174,Rank 2/3,,"While affected by your Kidney Shot ability, the target receives an additional 6% damage from all sources.",Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=14175,Talent: Improved Kidney Shot; tree row 5
Rogue,Assassination,Talent,Improved Kidney Shot,14176,14174,Rank 3/3,,"While affected by your Kidney Shot ability, the target receives an additional 9% damage from all sources.",Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=14176,Talent: Improved Kidney Shot; tree row 5
Rogue,Assassination,Talent,Improved Poisons,14113,14113,Rank 1/5,,Increases the chance to apply poisons to your target by 2%.,Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=14113,Talent: Improved Poisons; tree row 4
Rogue,Assassination,Talent,Improved Poisons,14114,14113,Rank 2/5,,Increases the chance to apply poisons to your target by 4%.,Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=14114,Talent: Improved Poisons; tree row 4
Rogue,Assassination,Talent,Improved Poisons,14115,14113,Rank 3/5,,Increases the chance to apply poisons to your target by 6%.,Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=14115,Talent: Improved Poisons; tree row 4
Rogue,Assassination,Talent,Improved Poisons,14116,14113,Rank 4/5,,Increases the chance to apply poisons to your target by 8%.,Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=14116,Talent: Improved Poisons; tree row 4
Rogue,Assassination,Talent,Improved Poisons,14117,14113,Rank 5/5,,Increases the chance to apply poisons to your target by 10%.,Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=14117,Talent: Improved Poisons; tree row 4
Rogue,Assassination,Talent,Lethality,14128,14128,Rank 1/5,,"Increases the critical strike damage bonus of your Sinister Strike, Gouge, Backstab, Ghostly Strike, Mutilate, Shiv, and Hemorrhage abilities by 6%.",Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=14128,Talent: Lethality; tree row 3
Rogue,Assassination,Talent,Lethality,14132,14128,Rank 2/5,,"Increases the critical strike damage bonus of your Sinister Strike, Gouge, Backstab, Ghostly Strike, Mutilate, Shiv, and Hemorrhage abilities by 12%.",Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=14132,Talent: Lethality; tree row 3
Rogue,Assassination,Talent,Lethality,14135,14128,Rank 3/5,,"Increases the critical strike damage bonus of your Sinister Strike, Gouge, Backstab, Ghostly Strike, Mutilate, Shiv, and Hemorrhage abilities by 18%.",Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=14135,Talent: Lethality; tree row 3
Rogue,Assassination,Talent,Lethality,14136,14128,Rank 4/5,,"Increases the critical strike damage bonus of your Sinister Strike, Gouge, Backstab, Ghostly Strike, Mutilate, Shiv, and Hemorrhage abilities by 24%.",Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=14136,Talent: Lethality; tree row 3
Rogue,Assassination,Talent,Lethality,14137,14128,Rank 5/5,,"Increases the critical strike damage bonus of your Sinister Strike, Gouge, Backstab, Ghostly Strike, Mutilate, Shiv, and Hemorrhage abilities by 30%.",Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=14137,Talent: Lethality; tree row 3
Rogue,Assassination,Talent,Malice,14138,14138,Rank 1/5,,Increases your critical strike chance by 1%.,Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=14138,Talent: Malice; tree row 1
Rogue,Assassination,Talent,Malice,14139,14138,Rank 2/5,,Increases your critical strike chance by 2%.,Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=14139,Talent: Malice; tree row 1
Rogue,Assassination,Talent,Malice,14140,14138,Rank 3/5,,Increases your critical strike chance by 3%.,Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=14140,Talent: Malice; tree row 1
Rogue,Assassination,Talent,Malice,14141,14138,Rank 4/5,,Increases your critical strike chance by 4%.,Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=14141,Talent: Malice; tree row 1
Rogue,Assassination,Talent,Malice,14142,14138,Rank 5/5,,Increases your critical strike chance by 5%.,Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=14142,Talent: Malice; tree row 1
Rogue,Assassination,Talent,Master Poisoner,31226,31226,Rank 1/2,,Reduces the chance your poisons will be resisted by 5% and increases your chance to resist Poison effects by an additional 15%.,Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=31226,Talent: Master Poisoner; tree row 6
Rogue,Assassination,Talent,Master Poisoner,31227,31226,Rank 2/2,,Reduces the chance your poisons will be resisted by 10% and increases your chance to resist Poison effects by an additional 30%.,Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=31227,Talent: Master Poisoner; tree row 6
Rogue,Assassination,Talent,Murder,14158,14158,Rank 1/2,,"Increases all damage caused against Humanoid, Giant, Beast and Dragonkin targets by 1%.",Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=14158,Talent: Murder; tree row 2
Rogue,Assassination,Talent,Murder,14159,14158,Rank 2/2,,"Increases all damage caused against Humanoid, Giant, Beast and Dragonkin targets by 2%.",Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=14159,Talent: Murder; tree row 2
Rogue,Assassination,Talent Ability,Mutilate,1329,1329,Rank 1/1,,Instantly attacks with both weapons for an additional 44 with each weapon. Damage is increased by 50% against Poisoned targets. Must be behind the target. Awards 2 combo points.,Offensive,Main,0,,60 Energy,,Cooldown,"DPS, PVE, ROTATIONAL",https://www.wowhead.com/tbc/spell=1329,Talent-required | Talent: Mutilate
Rogue,Assassination,Talent,Puncturing Wounds,13733,13733,Rank 1/3,,"Increases the critical strike chance of your Backstab ability by 10%, and the critical strike chance of your Mutilate ability by 5%.",Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=13733,Talent: Puncturing Wounds; tree row 2
Rogue,Assassination,Talent,Puncturing Wounds,13865,13733,Rank 2/3,,"Increases the critical strike chance of your Backstab ability by 20%, and the critical strike chance of your Mutilate ability by 10%.",Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=13865,Talent: Puncturing Wounds; tree row 2
Rogue,Assassination,Talent,Puncturing Wounds,13866,13733,Rank 3/3,,"Increases the critical strike chance of your Backstab ability by 30%, and the critical strike chance of your Mutilate ability by 15%.",Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=13866,Talent: Puncturing Wounds; tree row 2
Rogue,Assassination,Talent,Quick Recovery,31244,31244,Rank 1/2,,"All healing effects on you are increased by 10%. In addition, your finishing moves cost 40% less Energy when they fail to hit.",Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=31244,Talent: Quick Recovery; tree row 5
Rogue,Assassination,Talent,Quick Recovery,31245,31244,Rank 2/2,,"All healing effects on you are increased by 20%. In addition, your finishing moves cost 80% less Energy when they fail to hit.",Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=31245,Talent: Quick Recovery; tree row 5
Rogue,Assassination,Talent,Relentless Strikes,14179,14179,Rank 1/1,,Your finishing moves have a 20% chance per combo point to restore 25 energy.,Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=14179,Talent: Relentless Strikes; tree row 3
Rogue,Assassination,Talent,Remorseless Attacks,14144,14144,Rank 1/2,,"After killing an opponent that yields experience or honor, gives you a 20% increased critical strike chance on your next Sinister Strike, Hemorrhage, Backstab, Mutilate, Ambush, or Ghostly Strike. Lasts 20 sec.",Talent Passive,Data only,,20,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=14144,Talent: Remorseless Attacks; tree row 1
Rogue,Assassination,Talent,Remorseless Attacks,14148,14144,Rank 2/2,,"After killing an opponent that yields experience or honor, gives you a 40% increased critical strike chance on your next Sinister Strike, Hemorrhage, Backstab, Mutilate, Ambush, or Ghostly Strike. Lasts 20 sec.",Talent Passive,Data only,,20,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=14148,Talent: Remorseless Attacks; tree row 1
Rogue,Assassination,Talent,Ruthlessness,14156,14156,Rank 1/3,,Gives your melee finishing moves a 20% chance to add a combo point to your target.,Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=14156,Talent: Ruthlessness; tree row 2
Rogue,Assassination,Talent,Ruthlessness,14160,14156,Rank 2/3,,Gives your melee finishing moves a 40% chance to add a combo point to your target.,Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=14160,Talent: Ruthlessness; tree row 2
Rogue,Assassination,Talent,Ruthlessness,14161,14156,Rank 3/3,,Gives your melee finishing moves a 60% chance to add a combo point to your target.,Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=14161,Talent: Ruthlessness; tree row 2
Rogue,Assassination,Talent,Seal Fate,14186,14186,Rank 1/5,,Your critical strikes from abilities that add combo points have a 20% chance to add an additional combo point.,Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=14186,Talent: Seal Fate; tree row 6
Rogue,Assassination,Talent,Seal Fate,14190,14186,Rank 2/5,,Your critical strikes from abilities that add combo points have a 40% chance to add an additional combo point.,Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=14190,Talent: Seal Fate; tree row 6
Rogue,Assassination,Talent,Seal Fate,14193,14186,Rank 3/5,,Your critical strikes from abilities that add combo points have a 60% chance to add an additional combo point.,Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=14193,Talent: Seal Fate; tree row 6
Rogue,Assassination,Talent,Seal Fate,14194,14186,Rank 4/5,,Your critical strikes from abilities that add combo points have a 80% chance to add an additional combo point.,Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=14194,Talent: Seal Fate; tree row 6
Rogue,Assassination,Talent,Seal Fate,14195,14186,Rank 5/5,,Your critical strikes from abilities that add combo points have a 100% chance to add an additional combo point.,Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=14195,Talent: Seal Fate; tree row 6
Rogue,Assassination,Talent,Vigor,14983,14983,Rank 1/1,,Increases your maximum Energy by 10.,Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=14983,Talent: Vigor; tree row 7
Rogue,Assassination,Talent,Vile Poisons,16513,16513,Rank 1/5,,Increases the damage dealt by your poisons and Envenom ability by 4% and gives your poisons an additional 8% chance to resist dispel effects.,Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=16513,Talent: Vile Poisons; tree row 4
Rogue,Assassination,Talent,Vile Poisons,16514,16513,Rank 2/5,,Increases the damage dealt by your poisons and Envenom ability by 8% and gives your poisons an additional 16% chance to resist dispel effects.,Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=16514,Talent: Vile Poisons; tree row 4
Rogue,Assassination,Talent,Vile Poisons,16515,16513,Rank 3/5,,Increases the damage dealt by your poisons and Envenom ability by 12% and gives your poisons an additional 24% chance to resist dispel effects.,Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=16515,Talent: Vile Poisons; tree row 4
Rogue,Assassination,Talent,Vile Poisons,16719,16513,Rank 4/5,,Increases the damage dealt by your poisons and Envenom ability by 16% and gives your poisons an additional 32% chance to resist dispel effects.,Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=16719,Talent: Vile Poisons; tree row 4
Rogue,Assassination,Talent,Vile Poisons,16720,16513,Rank 5/5,,Increases the damage dealt by your poisons and Envenom ability by 20% and gives your poisons an additional 40% chance to resist dispel effects.,Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=16720,Talent: Vile Poisons; tree row 4
Rogue,"Assassination, Subtlety",Ability,Backstab,53,53,Rank 1,4,"Backstab the target, causing 150% weapon damage plus 15 to the target. Must be behind the target. Requires a dagger in the main hand. Awards 1 combo point.",Offensive,Main,0,,60 Energy,,Cooldown,"DPS, PVE_PVP, ROTATIONAL",https://www.wowhead.com/tbc/spell=53,
Rogue,"Assassination, Subtlety",Ability,Backstab,2589,53,Rank 2,12,"Backstab the target, causing 150% weapon damage plus 30 to the target. Must be behind the target. Requires a dagger in the main hand. Awards 1 combo point.",Offensive,Main,0,,60 Energy,,Cooldown,"DPS, PVE_PVP, ROTATIONAL",https://www.wowhead.com/tbc/spell=2589,
Rogue,"Assassination, Subtlety",Ability,Backstab,2590,53,Rank 3,20,"Backstab the target, causing 150% weapon damage plus 48 to the target. Must be behind the target. Requires a dagger in the main hand. Awards 1 combo point.",Offensive,Main,0,,60 Energy,,Cooldown,"DPS, PVE_PVP, ROTATIONAL",https://www.wowhead.com/tbc/spell=2590,
Rogue,"Assassination, Subtlety",Ability,Backstab,2591,53,Rank 4,28,"Backstab the target, causing 150% weapon damage plus 69 to the target. Must be behind the target. Requires a dagger in the main hand. Awards 1 combo point.",Offensive,Main,0,,60 Energy,,Cooldown,"DPS, PVE_PVP, ROTATIONAL",https://www.wowhead.com/tbc/spell=2591,
Rogue,"Assassination, Subtlety",Ability,Backstab,8721,53,Rank 5,36,"Backstab the target, causing 150% weapon damage plus 90 to the target. Must be behind the target. Requires a dagger in the main hand. Awards 1 combo point.",Offensive,Main,0,,60 Energy,,Cooldown,"DPS, PVE_PVP, ROTATIONAL",https://www.wowhead.com/tbc/spell=8721,
Rogue,"Assassination, Subtlety",Ability,Backstab,11279,53,Rank 6,44,"Backstab the target, causing 150% weapon damage plus 135 to the target. Must be behind the target. Requires a dagger in the main hand. Awards 1 combo point.",Offensive,Main,0,,60 Energy,,Cooldown,"DPS, PVE_PVP, ROTATIONAL",https://www.wowhead.com/tbc/spell=11279,
Rogue,"Assassination, Subtlety",Ability,Backstab,11280,53,Rank 7,52,"Backstab the target, causing 150% weapon damage plus 165 to the target. Must be behind the target. Requires a dagger in the main hand. Awards 1 combo point.",Offensive,Main,0,,60 Energy,,Cooldown,"DPS, PVE_PVP, ROTATIONAL",https://www.wowhead.com/tbc/spell=11280,
Rogue,"Assassination, Subtlety",Ability,Backstab,11281,53,Rank 8,60,"Backstab the target, causing 150% weapon damage plus 210 to the target. Must be behind the target. Requires a dagger in the main hand. Awards 1 combo point.",Offensive,Main,0,,60 Energy,,Cooldown,"DPS, PVE_PVP, ROTATIONAL",https://www.wowhead.com/tbc/spell=11281,
Rogue,"Assassination, Subtlety",Ability,Backstab,25300,53,Rank 9,60,"Backstab the target, causing 150% weapon damage plus 225 to the target. Must be behind the target. Requires a dagger in the main hand. Awards 1 combo point.",Offensive,Main,0,,60 Energy,,Cooldown,"DPS, PVE_PVP, ROTATIONAL",https://www.wowhead.com/tbc/spell=25300,
Rogue,"Assassination, Subtlety",Ability,Backstab,26863,53,Rank 10,68,"Backstab the target, causing 150% weapon damage plus 255 to the target. Must be behind the target. Requires a dagger in the main hand. Awards 1 combo point.",Offensive,Main,0,,60 Energy,,Cooldown,"DPS, PVE_PVP, ROTATIONAL",https://www.wowhead.com/tbc/spell=26863,
Rogue,Class-wide / Shared,Ability,Blind,2094,2094,,34,"Blinds the target, causing it to wander disoriented for up to 10 sec. Any damage caused will remove the effect.",Crowd Control,Utility,180,10,30 Energy,,Cooldown,"CC_HARD, DISORIENT",https://www.wowhead.com/tbc/spell=2094,
Rogue,Class-wide / Shared,Ability,Cheap Shot,1833,1833,,26,Stuns the target for 4 sec. Must be stealthed. Awards 2 combo points.,Crowd Control,Utility,0,4,60 Energy,,Cooldown,CC_HARD,https://www.wowhead.com/tbc/spell=1833,
Rogue,Class-wide / Shared,Ability,Cloak of Shadows,31224,31224,,66,Instantly removes all existing harmful spell effects and increases your chance to resist all spells by 90% for 5 sec. Does not remove effects that prevent you from using Cloak of Shadows.,Defensive,Utility,60,5,,,Cooldown + aura,"DEFENSIVE, HAS_BUFF, IMMUNITY, MAJOR",https://www.wowhead.com/tbc/spell=31224,
Rogue,Class-wide / Shared,Ability,Crippling Poison,3408,3408,Rank 1,20,"Coats a weapon with poison that lasts for 1 hour.
Each strike has a 30% chance of poisoning the enemy, slowing their movement speed by 50% for 12 sec.",Crowd Control,Utility,0,1800,,,Cooldown,"BUFF, CC_SOFT, LONG_BUFF, SITUATIONAL, UTILITY",https://www.wowhead.com/tbc/spell=3408,
Rogue,Class-wide / Shared,Ability,Crippling Poison,3409,3409,Rank 1,20,,Crowd Control,Utility,,12,,,Aura,"CC_SOFT, DEBUFF",https://www.wowhead.com/tbc/spell=3409,
Rogue,Class-wide / Shared,Ability,Crippling Poison,11201,3409,Rank 2,50,,Crowd Control,Utility,,12,,,Aura,"CC_SOFT, DEBUFF",https://www.wowhead.com/tbc/spell=11201,
Rogue,Class-wide / Shared,Ability,Crippling Poison,11202,3408,Rank 2,50,"Coats a weapon with poison that lasts for 1 hour.
Each strike has a 30% chance of poisoning the enemy, slowing their movement speed by 70% for 12 sec.",Crowd Control,Utility,0,1800,,,Cooldown,"BUFF, CC_SOFT, LONG_BUFF, SITUATIONAL, UTILITY",https://www.wowhead.com/tbc/spell=11202,
